Sample	Query	Marker	Start_pos	End_pos	Taxonomy	Abundance	iNode	E-value	LWR	EvoDist	Distances
p_amoA_FunGene9.5_isolates_C65S300_uclust99	BAM71040  coded_by=360..1103,organism=Methylohalobius crimeensis 10Ki,definition=particulate methane monooxygenase protein A	XmoA	1	247	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylothermaceae; g__Methylohalobius; s__Methylohalobius crimeensis	1.0	60	4.2e-123	1.0	0.0002	0.0001,0.0001,0.0
p_amoA_FunGene9.5_isolates_C65S300_uclust99	BAM38053  coded_by=2680..3534,organism=Haliea sp. ETY-M,definition=putative ethylene monooxygenase protein A	XmoA	10	255	r__Root	1.0	67	5.4e-94	1.0	1.5447	0.1691,0.6214,0.7542
p_amoA_FunGene9.5_isolates_C65S300_uclust99	AJZ76360  coded_by=386880..387530,organism=Candidatus Nitrosotenuis cloacae,definition=ammonia monooxygenase	XmoA	1	216	r__Root; d__Archaea; p__Thaumarchaeota	1.0	0	1.2e-60	1.0	0.0359	0.0289,0.007,0.0
p_amoA_FunGene9.5_isolates_C65S300_uclust99	ABU88152  coded_by=988..1737,organism=Methylacidiphilum fumariolicum SolV,definition=methane monooxygenase subunit beta	XmoA	1	247	r__Root; d__Bacteria; p__Verrucomicrobia; c__Methylacidiphilae; o__Methylacidiphilales; f__Methylacidiphilaceae; g__Methylacidiphilum	1.0	12	1.2e-113	1.0	0.1355	0.0135,0.122,0.0
p_amoA_FunGene9.5_isolates_C65S300_uclust99	ABM54173  coded_by=<1..>752,organism=Nitrosospira sp. En13,definition=AmoA	XmoA	1	235	r__Root; d__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Nitrosomonadales; f__Nitrosomonadaceae; g__Nitrosospira; s__Nitrosospira multiformis	1.0	18	1.6e-109	1.0	0.0384	0.0163,0.0222,0.0
p_amoA_FunGene9.5_isolates_C65S300_uclust99	BAB84331  coded_by=1073..1861,organism=Nitrosomonas sp. ENI-11,definition=ammonia monooxygenase subunit A2	XmoA	1	238	r__Root; d__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Nitrosomonadales; f__Nitrosomonadaceae; g__Nitrosomonas; s__Nitrosomonas europaea	1.0	19	1.8e-104	1.0	0.0329	0.0001,0.0329,0.0
p_amoA_FunGene9.5_isolates_C65S300_uclust99	EFY00784  coded_by=72365..73123,organism=Methylocystis sp. ATCC 49242,definition=methane monooxygenase/ammonia monooxygenase, subunit A	XmoA	8	252	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Hyphomicrobiales; f__Methylocystaceae; g__Methylocystis; s__Methylocystis sp. SB2	1.0	39	3.3e-113	1.0	0.032	0.0086,0.0233,0.0
p_amoA_FunGene9.5_isolates_C65S300_uclust99	AAF03938  coded_by=590..1333,organism=Nitrosococcus watsonii C-113,definition=ammonia monooxygenase subunit A	XmoA	1	247	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Chromatiales; f__Chromatiaceae; g__Nitrosococcus; s__Nitrosococcus watsonii	1.0	49	3.8e-114	1.0	0.0038	0.0001,0.0037,0.0
p_amoA_FunGene9.5_isolates_C65S300_uclust99	AHA46880  coded_by=494..1243,organism=Methyloprofundus sedimenti,definition=methane monooxygenase protein A	XmoA	1	247	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylococcaceae; g__Methylomonas	1.0	56	1.2e-123	1.0	0.1	0.0452,0.0549,0.0
p_amoA_FunGene9.5_isolates_C65S300_uclust99	BAF62078  coded_by=1277..2020,organism=Methylomarinovum caldicuralii,definition=particulate methane monooxygenase protein A	XmoA	1	247	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylothermaceae; g__Methylohalobius; s__Methylohalobius crimeensis	1.0	60	1e-120	1.0	0.0699	0.023,0.047,0.0
